stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
982,3628,VILLA & GOYA NS NB,VILLA DR & GOYA DR,38.018329,-121.308413,,,,
983,3632,VILLA DR & CORDOVA LN NS SB,,38.016225,-121.306859,,,,
985,3635,KERMIT LN & KERMIT CT FS SB,,38.014727,-121.303593,,,,
986,3623,KERMIT & SWAIN FS NB,KERMIT LN & SWAIN RD,38.008767,-121.302542,,,,
1019,7167,HAMMER LN & LORRAINE AVE NS WB,,38.021078,-121.282725,,,,
1021,7137,KERMIT & BENJAMIN HOLT NS SB,KERMIT LN & BEN HOLT DR,38.01222,-121.303028,,,,
1029,3374,GRANT & 4TH FS/NB,GRANT ST & 4TH ST,37.935569,-121.275533,,,,
1031,3375,GRANT & 1ST FS/NB,GRANT ST & 1ST ST,37.939257,-121.276528,,,,
1033,7101,MLK BLVD & CALIFORNIA FS WB,MLK BLVD & CALIFORNIA ST,37.939895,-121.280864,,,,
1035,3377,CALIFORNIA & JEFFERSON FS/NB,CALIFORNIA ST & JEFFERSON ST,37.942741,-121.281566,,,,
1036,3378,CALIFORNIA & HAZELTON FS/NB,CALIFORNIA ST & HAZELTON AVE,37.947764,-121.282958,,,,
1038,3379,CALIFORNIA & LAFAYETTE FS/NB,CALIFORNIA ST & LAFAYETTE ST,37.950726,-121.283718,,,,
1052,3738,DON & WAUDMAN NS NB,DON AVE & WAUDMAN AVE,38.029923,-121.345479,,,,
1053,3739,DON & SHROPSHIRE FS NB,DON AVE & SHROPSHIRE DR,38.032261,-121.345493,,,,
1054,3759,WAGNER HEIGHTS & DON FS WB,WAGNER HEIGHTS RD & DON AVE,38.033831,-121.346036,,,,
1056,3760,WAGNER HEIGHTS & BLUE FOX WB,WAGNER HEIGHTS RD & BLUE FOX  WY,38.032364,-121.350577,,,,
1057,3761,BAINBRIDGE & WAGNER HEIGHTS NB,BAINBRIDGE PL & WAGNER HEIGHTS RD,38.032083,-121.355626,,,,
1061,3763,STANFIELD & BISMARK NS WB,STANFIELD RD & BISMARK PL,38.035016,-121.358506,,,,
1063,3764,STANFIELD & KELLEY NS WB,STANFIELD DR & KELLEY DR,38.034074,-121.363784,,,,
1065,3765,SALTERS & BANCROFT NS EB,SALTERS DR & BANCROFT WY,38.03684,-121.363661,,,,
1069,3776,OTTO & BISMARK NS EB,OTTO DR & BISMARK PL,38.03763,-121.359085,,,,
1070,3777,OTTO & RAMSEY  FS EB,OTTO DR & RAMSEY WY,38.038205,-121.354243,,,,
1071,3778,OTTO & KARDIGAN  NS EB,OTTO DR & KARDIGAN WY,38.037851,-121.351171,,,,
1072,3779,OTTO & BRISBANE FS EB,OTTO DR & BRISBANE PL,38.037647,-121.34879,,,,
1075,3782,LENOX & STANFIELD FS SB,LENOX PL & STANFIELD RD,38.036722,-121.344832,,,,
1076,3783,BRANSTETTER & BURLINGTON FS SB,BRANSTETTER PL & BURLINGTON PL,38.036061,-121.34681,,,,
1091,7009,PACIFIC & YOKUTS ARRIVE FS NB,PACIFIC AVE & YOKUTS AVE,37.996708,-121.31472,,,,
1099,7100,MLK BLVD & CALIFORNIA ST NS WB,,37.939922,-121.280727,,,,
1105,3397,ARGONAUT & MLK BLVD FS/SB,ARGONAUT ST & MLK BLVD,37.93523,-121.302951,,,,
1106,3398,ARGONAUT ST & IRENE ST NS/SB,,37.930412,-121.302936,,,,
1108,7138,SECTION & ORO (WOODY'S)  NS EB,SECTION AVE & ORO AVE,37.948801,-121.232122,,,,
1109,3640,SECTION & SINCLAIR NS EB,SECTION AVE & SINCLAIR AVE,37.948721,-121.2284,,,,
1113,7139,SINCLAIR & 6TH NS SB,SINCLAIR AVE & 6TH ST,37.944366,-121.226586,,,,
1116,3643,FARMINGTON & MISSION VALLEY LN FSWB,,37.939336,-121.238994,,,,
1119,7140,8TH & NIGHTINGALE NS WB,,37.936856,-121.244382,,,,
1130,7786,8TH & B STREET FS WB,"8TH ST & ""B"" ST",37.933885,-121.255489,,,,
1131,3649,B STREET & 6TH FS NB,"""B"" ST & 6TH ST",37.936901,-121.256569,,,,
1132,3650,B STREET & 4TH NS NB,"""B"" ST & 4TH ST",37.939318,-121.257569,,,,
1133,3651,MLK BLVD & B ST FS WB,,37.943539,-121.259258,,,,
1137,3652,WILSON WAY & ANDERSON NS NB,WILSON WY & ANDERSON ST,37.94584,-121.268724,,,,
1142,3657,ACACIA & MADISON  FS WB,ACACIA ST & MADISON AVE,37.961946,-121.296397,,,,
1143,7143,ACACIA & LINCOLN FS EB,ACACIA ST & LINCOLN ST,37.961258,-121.300257,,,,
1145,3659,ACACIA  & YOSEMITE NS WB,,37.960175,-121.306771,,,,
1150,3661,PERSHING & COUNTRY CLUB  FS NB,PERSHING AVE & COUNTRY CLUB BLVD,37.969495,-121.315121,,,,
1152,7051,PERSHING AV & ALPINE NS SB,PERSHING AVE & ALPINE AVE,37.975516,-121.317506,,,,
1154,3663,PERSHING & MONOCO ST FS NB,PERSHING AVE & MONOCO CT,37.988076,-121.321482,,,,
1156,3662,PERSHING & ROSEMARIE FS NB,PERSHING AVE & ROSEMARIE LN,37.986614,-121.320745,,,,
1162,3415,SWAIN RD & EXIT ST NS/WB,,38.001445,-121.330819,,,,
1164,3416,SWAIN RD & ALEXANDRIA PL NS/WB,,38.000013,-121.337278,,,,
1166,3418,PLYMOUTH RD & SWAIN RD FS/NB,,38.000416,-121.347637,,,,
1167,3419,PLYMOUTH RD & RUTLEDGE WY NS/NB,,38.002833,-121.348848,,,,
1168,3420,PLYMOUTH RD & BEN HOLT DR NS/NB,,38.004804,-121.349689,,,,
1171,3422,PLYMOUTH RD & BRIDGEPORT CIR FS/NB,,38.012386,-121.352494,,,,
1172,3423,KELLEY DR & PLYMOUTH DR FS/NB,,38.014777,-121.352612,,,,
1173,3425,KELLEY DR & HILLVIEW AV NS/NB,KELLEY DR & HILLVIEW AVE,38.017888,-121.355008,,,,
1175,7162,MARINERS & HAMMER LANE ARR NS NB,MARINERS DR & HAMMER LN,38.020568,-121.361417,,,,
1178,7107,KELLEY & HAMMER LANE NS NB,KELLEY DR & HAMMER LN,38.021216,-121.356105,,,,
1179,3434,KELLEY DR & KARLSBURG PL FS/SB,,38.016836,-121.354938,,,,
1180,3424,KELLEY DR & WARWICK CT FS/NB,,38.015676,-121.354257,,,,
1181,3437,PLYMOUTH RD & WHITTIER CT NS/SB,,38.011538,-121.352504,,,,
1183,3439,PLYMOUTH RD & BEN HOLT DR FS/SB,,38.00484,-121.349735,,,,
1184,3440,PLYMOUTH RD & RUTLEDGE CT FS/SB,,38.003011,-121.349055,,,,
1185,3441,SWAIN RD & PLYMOUTH RD FS/SB,,38.000354,-121.347614,,,,
1186,3417,SWAIN RD & PORTER WY FS/WB,,37.999972,-121.344659,,,,
1190,3444,SWAIN RD & HARRISBURG PL NS/SB,,38.001123,-121.332371,,,,
1192,7110,SWAIN RD & PERSHING AV NS EB,SWAIN RD & PERSHING AVE,38.002322,-121.327095,,,,
1197,3664,PERSHING & MARCH LANE FS SB,PERSHING AVE & MARCH LN,37.98887,-121.321908,,,,
1207,3666,PERSHING & ROSE FS SB,PERSHING AVE & ROSEMARIE LN,37.960735,-121.312368,,,,
1210,3667,ACACIA & YOSEMITE FS EB,ACACIA ST & YOSEMITE ST,37.960166,-121.306748,,,,
1212,7142,ACACIA & LINCOLN FS WB,ACACIA ST & LINCOLN ST,37.961267,-121.300315,,,,
1214,3670,ACACIA & MADISON NS EB,ACACIA ST & MADISON AVE,37.961905,-121.296471,,,,
1221,3674,WILSON WAY & ANDERSON FS SB,WILSON WY & ANDERSON ST,37.945813,-121.268885,,,,
1224,3675,B STREET & MLK BLVD FS SB,"""B"" ST & MLK BLVD",37.94378,-121.259384,,,,
1225,3676,B STREET & 4TH FS SB,"""B"" ST & 4TH ST",37.939176,-121.257534,,,,
1226,3677,B STREET & 6TH FS SB,"""B"" ST & 6TH ST",37.936847,-121.256569,,,,
1240,3679,FARMINGTON & MADRID FS EB,FARMINGTON RD & MADRID DR,37.939086,-121.239775,,,,
1244,3682,OLIVE & 4TH NS NB,OLIVE AVE & 4TH ST,37.945134,-121.231802,,,,
1250,7023,MATTHEWS RD & CANILIS BLVD,MATTHEWS RD & CANLIS BLVD,37.882609,-121.297324,,,,
1266,3799,LOUSE AVE & HARLAN RD EB,LOUISE AVE & HARLAN RD,37.811722,-121.290893,,,,
1274,3800,LATHROP RD & HARLAN RD FS WB,,37.826401,-121.288355,,,,
1279,7206,HAM & LODI FS SB,HAM LN & LODI AVE,38.129988,-121.288357,,,,
1292,7204,HAM & LODI NS NB,HAM LN & LODI AVE,38.12997,-121.288219,,,,
1295,3846,HAM & KETTLEMAN FS NB,HAM LN & KETTLEMAN LN,38.115606,-121.288004,,,,
1305,3809,LOUISE AVE & HARLAN RD NS WB,,37.811874,-121.291375,,,,
1430,7205,LODI TRANSIT STATION NS WB,LODI TRANSIT CENTER & SACRAMENTO ST,38.132954,-121.272258,,,,
1431,7020,CALIFORNIA & WALNUT NS NB,CALIFORNIA ST & WALNUT ST,37.970023,-121.289001,,,,
1432,7325,WEST LANE & STADIUM NS SB,WEST LANE & STADIUM DR,37.985487,-121.28448,,,,
1498,3844,LOWER SAC & HIGHMOOR AVE FS NB,LOWER SAC RD & HIGHMOOR AVE,38.025049,-121.322783,,,,
1499,3845,LOWER SAC & PONCE DE LEON NS NB,LOWER SAC RD & PONCE DE LEON AVE,38.02885,-121.322648,,,,
1532,7188,TRACY WALMART,,37.753037,-121.469963,,,,
1575,7195,LATHROP COMM CTR MB SB,5TH ST & LATHROP COMM CENTER,37.820934,-121.27826,,,,
1583,7199,MANTECA WAL-MART ARR,,37.787517,-121.216093,,,,
1622,7111,CUMBERLAND & BEN HOLT FS NB,CUMBERLAND DR & BEN HOLT DR,38.005846,-121.362625,,,,
1624,7122,BENJAMIN HOLT & PERSHING FS WB,BEN HOLT DR & PERSHING AVE,38.008539,-121.329343,,,,
1627,7191,5TH STREET @ COMMUNITY CENTER MB NB,5TH STREET & LATHROP COMM CENTER,37.820862,-121.278225,,,,
1639,7207,KETTLEMAN & TIENDA FS SB,KETTLEMAN LN & TIENDA DR,38.115601,-121.303065,,,,
1651,7007,PACIFIC & ELM NS NB,PACIFIC AVE & ELM ST,37.967798,-121.2984,,,,
1656,7048,DAVINCI & MARCH NS NB,DAVINCI DR & MARCH LN,37.984558,-121.339801,,,,
1661,7079,KERMIT & BENJAMIN HOLT FS NB,KERMIT LN & BENJAMIN HOLT DR,38.0123,-121.303051,,,,
1662,7081,WEST LANE & BIANCHI FS NB,WEST LANE & BIANCHI RD,37.997807,-121.288866,,,,
1663,7084,LORRAINE & HAMMER FS SB,LORRAINE AVE & HAMMER LN,38.020872,-121.283323,,,,
1666,7010,MALL TRANSFER ARR (NORTH),MALL TRANSFER STATION ARR N,37.99711,-121.312616,,,,
1669,7221,S. MAIN & INDUSTRIAL PARK DR FS NB,MAIN ST & INDUSTRIAL PARK DR,37.7879,-121.215863,,,,
1672,3973,BEN HOLT & INGLEWOOD FS WB,BEN HOLT DR & INGLEWOOD AVE,38.011758,-121.317745,,,,
1674,7194,SHIMA PARKING LOT,,37.996366,-121.320295,,,,
1688,3358,FREMONT ST & FILBERT ST FS/WB,,37.965568,-121.256203,,,,
1690,7087,WILSON & LINDSAY NS NB,WILSON WY & LINDSAY ST,37.95974,-121.272599,,,,
1691,7066,LOWER SAC & HAMMER FS NB,LOWER SAC RD & HAMMER LN,38.021677,-121.322917,,,,
1696,3147,WEBER & VAN BUREN FS/EB,WEBER AVE & VAN BUREN ST,37.952596,-121.29646,,,,
1697,3148,WEBER & COMMERCE NS/EB,WEBER AVE & COMMERCE ST,37.953248,-121.292681,,,,
1716,7152,WASHINGTON & CARDINAL NS EB,WASHINGTON ST & CARDINAL WY,37.966448,-121.222833,,,,
1718,3717,8TH & POCK LANE FS EB,8TH ST & POCK LN,37.935955,-121.247483,,,,
1720,7151,ORO & MAIN FS NB,ORO AVE & MAIN ST,37.954102,-121.234292,,,,
1739,7090,WATERLOO RD & GOLDEN  GATE FS WB,WATERLOO RD & GOLDEN GATE AVE,37.980004,-121.257262,,,,
1741,7099,8TH STREET & SAN JOAQUIN NS EB,8TH STREET & SAN JOAQUIN ST,37.92926,-121.280539,,,,
1755,7105,8th & HOUSTON ST FS EB,8TH ST & HOUSTON ST,37.926603,-121.320884,,,,
1759,7047,ROSE MARIE & MCGAW MB WB,ROSE MARIE LN & MCGAW ST,37.985308,-121.32594,,,,
1762,7148,MAIN & GERTRUDE FS WB,MAIN ST & GERTRUDE AVE,37.954494,-121.232374,,,,
1763,7046,PERSHING & LARRY HELLER FS NB,PERSHING AVE & LARRY HELLER,37.975543,-121.317471,,,,
1766,3801,STONEBRIDGE & OPAL FS WB,STONEBRIDGE LN & OPAL ST,37.835851,-121.28228,,,,
1772,7057,PERSHING AV & FREMONT ST FS NB,PERSHING AVE & FREMONT ST,37.954284,-121.31219,,,,
1777,7102,STOCKTON ST & CHARTER WY NS NB,STOCKTON ST & MLK BLVD,37.936008,-121.29985,,,,
1778,7091,FILBERT ST & POPLAR ST FS SB,,37.968583,-121.257571,,,,
1780,7141,WILSON & JACKSON NS NB,WISLON WY & JACKSON ST,37.943912,-121.268218,,,,
1783,7004,MINER & WILSON NS EB,MINER AVE & WILSON WY,37.958785,-121.272358,,,,
1784,7183,OTTO DR & ESTATE DR NS EB,,38.037653,-121.362892,,,,
1787,7082,HAMMER & LORRAINE FS EB,HAMMER LN & LORRAINE AVE,38.020917,-121.283128,,,,
1792,7001,MINER & SIERRA NEVADA FS WB,MINER AVE & SIERRA NEVADA,37.95858,-121.273679,,,,
1798,4043,ROYAL OAKS & ROYAL PARK LN FS EB,,38.036822,-121.329845,,,,
1800,7217,MAIN & LOUISE FS SB,MAIN ST & LOUISE AVE,37.811858,-121.217102,,,,
1801,7216,99 FRONTAGE & TOGNINALI LN FS SB,HWY 99 FRONTAGE RD & TOGNINALI LN,37.918224,-121.228582,,,,
1802,7189,EAST & 10TH ST FS NB,EAST ST & 10TH ST,37.73866,-121.421118,,,,
1809,3542,8TH & SCRIBNER FS/WB,8TH ST & SCRIBNER ST,37.932743,-121.259854,,,,
1810,3543,8TH & ANNE NS/WB,8TH ST & ANNE ST,37.932189,-121.262312,,,,
1812,3547,MLK BLVD & AIRPORT FS/WB,MLK BLVD & AIRPORT WY,37.941655,-121.270607,,,,
1813,3342,WILSON WY & PINCHOT ST NS/NB,,37.968885,-121.275061,,,,
1814,3548,STANISLAUS & JACKSON FS/NB,STANISLAUS ST & JACKSON ST,37.942189,-121.278694,,,,
1815,3549,STANISLAUS & WORTH FS/NB,STANISLAUS ST & WORTH ST,37.945142,-121.279476,,,,
1817,3347,SANGUINETTI LN & WILSON WY NS/NB,,37.983214,-121.271192,,,,
1818,3560,EL DORADO & WYANDOTTE NS/NB,EL DORADO ST & WYANDOTTE ST,37.971556,-121.29538,,,,
1819,3348,WILSON WY & E ST FS/NB,,37.985374,-121.270009,,,,
1820,3562,EL DORADO & NOBLE NS/NB,EL DORADO ST & NOBLE ST,37.976078,-121.29767,,,,
1821,3565,EL DORADO & CHURCHILL FS/NB,EL DORADO ST & CHURCH ST,37.985936,-121.301676,,,,
1823,3332,KENTFIELD & SURREY LANE FS/NB,KENTFIELD RD & SURREY LN,37.994323,-121.301325,,,,
1826,3366,BRADFORD & WILSON NS/WB,BRADFORD ST & WILSON WY,37.973926,-121.276247,,,,
1828,3571,IRIS & HAMMER VILLAGE FS EB,IRIS AVE & HAMMER VILLAGE,38.02261,-121.312683,,,,
1830,3354,FILBERT ST & ROOSEVELT ST NS/SB,,37.971358,-121.258709,,,,
1831,3353,FILBERT & OAK FS/NB,FILBERT ST & OAK ST,37.96621,-121.256514,,,,
1832,3369,FILBERT & ROOSEVELT NS/NB,FILBERT ST & ROOSEVELT ST,37.971135,-121.258605,,,,
1833,3582,SANDLEWOOD & RINGWOOD NS WB,SANDLEWOOD DR & RINGWOOD AVE,38.032131,-121.28924,,,,
1834,3584,WEST LANE FRTG @ 8700 WEST LANE,WEST LANE FRONAGE & 8700 WEST LANE,38.030246,-121.294598,,,,
1835,3590,PROSPECTOR & WEST LANE FRONTAGE WB,PROSPECTOR DR & WEST LANE FRONTAGE,38.032173,-121.295278,,,,
1836,3591,TAM O'SHANTER & LIKALA FS SB,TAM O'SHANTER DR & LIKALA DR,38.030039,-121.300567,,,,
1837,3592,TAM O'SHANTER & ERIE NS SB,TAM O'SHANTER DR & ERIE DR,38.025123,-121.300541,,,,
1839,3593,IRIS & LAN ARK FS WB,IRIS AVE & LAN ARK DR,38.021916,-121.309716,,,,
1840,3594,IRIS AVE & IRIS CT FS WB,,38.021852,-121.311441,,,,
1841,3595,IRIS & DUNBARTON FS WB,IRIS AVE & DUNBARTON WY,38.02268,-121.314696,,,,
1843,3600,EL DORADO & ALPINE FS SB,EL DORADO ST & ALPINE AVE,37.980004,-121.299247,,,,
1845,3612,STANISLAUS & JACKSON FS SB,STANISLAUS ST & JACKSON ST,37.942144,-121.278706,,,,
1847,3613,AIRPORT & 2ND FS SB ARR,AIRPORT WY & 2ND ST,37.937426,-121.269285,,,,
1849,3614,AIRPORT & 6TH FS SB,AIRPORT WY & 6TH ST,37.934036,-121.268021,,,,
1850,7615,AIRPORT & 8TH FS SB,AIRPORT WY & 8TH ST,37.931609,-121.267113,,,,
1851,3616,AIRPORT & 10TH FS SB,AIRPORT WY & 10TH ST,37.92912,-121.266216,,,,
1852,3618,RALPH & ZAMORA FS EB,RALPH AVE & ZAMORA WY,37.921911,-121.254845,,,,
1853,3620,B STREET & 13TH FS NB,"""B"" ST & 13TH ST",37.928478,-121.253157,,,,
1854,3621,B STREET & 10TH FS NB,"""B"" ST & 10TH ST",37.931949,-121.254547,,,,
1864,7126,HOLMAN & E TELESTAR PL  ARR FS NB,HOLMAN RD & TELSTAR PL,38.018395,-121.270397,,,,
1869,7203,KETTLEMAN & TIENDA FS NB,KETTLEMAN LN & TIENDA DR,38.115413,-121.302547,,,,
1881,7737,LINCOLN ST & WEBER AVE FS SB,,37.952203,-121.297827,,,,
1883,3864,CHURCH ST & PERSHING AVE NS WB,,37.944971,-121.307966,,,,
1895,3585,WEST LN & WEST LN FRONT RD SB,WEST LANE RD & WEST LANE FRONTAGE,38.029149,-121.295035,,,,
1932,3634,WEST LANE & HAMMER LANE FS NB,WEST LANE & HAMMER LN,38.021137,-121.294765,,,,
1942,3162,GEORGIA AVE & LEVER BL FS/SB,GEORGIA AVE & LEVER BLVD,37.923177,-121.300542,,,,
1943,3163,COLORADO AVE & FLINT AVE FS/NB,,37.921126,-121.297624,,,,
1956,3081,MOSSWOOD & ODELL FS/EB,MOSSWOOD AVE & ODELL AVE,37.923379,-121.285543,,,,
1959,3304,KENTFIELD & MARCH LN FS/SB,,37.997543,-121.303362,,,,
1960,3331,BIANCHI & KENTFIELD NS/WB,BIANCHI RD & KENTFIELD RD,37.992923,-121.300474,,,,
1961,3305,DORSET & BIANCHI NS/SB,,37.994324,-121.298175,,,,
1963,3328,BIANCHI & CLOWES FS/WB,,37.997432,-121.29005,,,,
1966,3329,BIANCHI & HILLSBORO FS/WB,,37.995895,-121.295751,,,,
1967,3314,LORRAINE & HOMEWOOD DR FS/NB,,38.017018,-121.28454,,,,
1969,3316,HAMMER & PAVILION PLAZA FS/EB,HAMMER LN & PAVILION PLAZA,38.020972,-121.276297,,,,
1970,3318,HAMMER LN & HOLMAN RD FS/EB,,38.021018,-121.271432,,,,
1971,3319,SAMPSON RD & HAMMER LN FS/SB,,38.02051,-121.267764,,,,
1972,3321,HAMMER & GIRARDI FS/WB,HAMMER LN & GIRARDI,38.021151,-121.276872,,,,
1973,3322,LORRAINE & HOMEWOOD NS/SB,,38.017044,-121.284678,,,,
1974,3324,HAMMERTOWN & EVEREST AVE FS/WB,HAMMERTOWN DR & EVEREST AVE,38.01656,-121.291969,,,,
1979,3515,N AIRPORT WY & E PARK ST FS/NB,,37.962398,-121.276024,,,,
1980,3516,N AIRPORT WY & E ROOSEVELT ST NS/NB,,37.966805,-121.277221,,,,
1982,3518,HARDING WY & N FUNSTON AVE FS/EB,HARDING WY & FUNSTON ST,37.971026,-121.273177,,,,
1983,3519,HARDING WY & HIAWATHA AVE FS/EB,,37.971625,-121.270201,,,,
1984,3520,CHEROKEE RD & WATERLOO RD FS/NB,,37.973427,-121.267754,,,,
1985,3521,CHEROKEE RD & MYRAN AVE FS/NB,,37.983564,-121.260308,,,,
1988,3373,GRANT & 6TH FS/NB,GRANT ST & 6TH ST,37.93308,-121.274854,,,,
1990,3376,MLK BLVD & GRANT FS/WB,MLK BLVD & GRANT ST,37.940565,-121.27697,,,,
1991,3867,CAROLYN WESTON & MCDOUGALD FS WB,CAROLYN WESTON BLVD & MCDOUGALD BLVD,37.911294,-121.297572,,,,
1992,3868,CAROLYN WESTON & GENERAL MUELLER WB,CAROLYN WESTON BLVD & GEN MUELLER LN,37.911364,-121.300775,,,,
1993,3870,CAROLYN WESTON & ISHI GOTO ST FS WB,CAROLYN WESTON BLVD & ISHI GOTO ST,37.912101,-121.308182,,,,
1994,7210,CAROLYN WESTON & GASWELL FS WB,CAROLYN WESTON BLVD & GASWELL,37.913402,-121.312696,,,,
1995,3875,HENRY LONG & EWS WOOD BLVD FS EB,HENRY LONG VLVD & EWS WOODS BLVD,37.902093,-121.30256,,,,
1996,3879,WILLIAM MOSS & RAMALHO LN FS EB,WILLIAM MOSS BLVD & RAMALHO LN,37.906576,-121.29254,,,,
1997,3876,HENRY LONG & WOODHOLLOW FS EB,HENRY LONG BLVD & WOODHOLLOW AVE,37.901184,-121.299012,,,,
1998,3877,MCDOUGALD & HENRY LONG FS NB,MCDOUGALD BLVD & HENRY LONG BLVD,37.901061,-121.294833,,,,
1999,3871,CAROLYN WESTON & KAY BRIDGES FS WB,CAROLYN WESTON BLVD & KAY BRIDGES PL,37.911356,-121.31754,,,,
2000,3872,CAROLYN WESTON & MONET DRIVE FS SB,CAROLYN WESTON BLVD & MONET DR,37.907028,-121.319281,,,,
2001,3873,CAROLYN WESTON & ASO TARO CT FS SB,CAROLYN WESTON BLVD & ASO TARO CT,37.905493,-121.319567,,,,
2002,3874,HENRY LONG & ESTES AVE EB,HENRY LONG BLVD & ESTES AVE,37.902256,-121.316763,,,,
2004,3878,MCDOUGALD & BESS PL NS NB,MCDOUGLAD BLVD & BESS PL,37.904737,-121.295443,,,,
2005,7103,CALIFORNIA & VINE FS NB,CALIFORNIA ST & VINE ST,37.966651,-121.28808,,,,
2006,3843,PACIFIC @ HAMMER RANCH CENTER NB,PACIFIC AVE & HAMMER LN,38.017849,-121.323144,,,,
2012,3762,STANFIELD & APPLING CIR NS WB,STANFIELD DR & APPLING CIR,38.035312,-121.356275,,,,
2016,3482,THORNTON & A.G. SPANOS BLVD FS/NB,THORNTON RD & A.G. SPANOS BLVD,38.045721,-121.350296,,,,
2019,3507,THORNTON & A.G. SPANOS  BLVD FS/SB,THORNTON RD & A.G. SPANOS,38.045515,-121.350411,,,,
2020,3409,STOCKTON  ST & GABRIEL CT NS/NB,STOCKTON STQ & GABRIEL CT,37.92821,-121.29981,,,,
2021,3408,STOCKTON ST & 8TH ST FS/NB,,37.926675,-121.299821,,,,
2023,3450,HERNDON & MILL SPRINGS FS/SB,HERNDON PL & MILL SPRINGS DR,38.008964,-121.357571,,,,
2028,3454,BENJAMIN HOLT & GETTYSBERG NS/EB,BENJAMIN HOLT DR & GETTYSBURG,38.010068,-121.323987,,,,
2030,3523,MARANTHA DR & CHRISTIAN LIFE WY NB,,38.024552,-121.264085,,,,
2032,3532,HOLMAN RD & WAKEMAN DR FS/NB,HOLMAN RD & WAKEMAN RD,38.024051,-121.271054,,,,
2033,3524,HOLMAN RD & BRYANT DR FS/SB,,38.027183,-121.269721,,,,
2034,3401,DRY CREEK WY & HOUSTON AV NS/SB,DRY CREEK WY & HOUSTON AVE,37.921345,-121.308649,,,,
2035,3402,HOUSTON AV & SUNOL VALLEY  FS/NB,HOUSTON AVE & SUNOL VALLEY ST,37.921537,-121.316148,,,,
2037,3403,HOUSTON ST & VAN BUSKIRK ST F/NB,HOUSTON ST & VAN BUREN ST,37.9239,-121.320078,,,,
2038,3404,8TH ST  & TILLIE LEWIS DR FS/EB,,37.926604,-121.318208,,,,
2039,3410,STOCKTON ST & 5TH ST NS/NB,,37.930878,-121.299824,,,,
2040,3405,8TH ST  & FRESNO AV NS/EB,8TH ST & FRESNO AVE,37.926625,-121.312133,,,,
2041,3527,MARCH LN & HOLMAN RD FS/WB,,38.005752,-121.272509,,,,
2042,3525,HOLMAN RD & WAKEMAN DR FS/SB,HOLMAN RD & WAKEMAN RD,38.024051,-121.27133,,,,
2047,3641,SINCLAIR & 4TH ST NS SB,SINCLAIR AVE & 4TH ST,37.946383,-121.227401,,,,
2049,3653,WILSON & HAZELTON FS NB,WISLON WY & HAZELTON AVE,37.949935,-121.269862,,,,
2050,3655,WILSON & MARKET FS NB,WILSON WY & MARKET ST,37.954842,-121.271242,,,,
2053,3414,SWAIN RD & GLEN ST NS/WB,,38.002975,-121.324612,,,,
2054,3421,PLYMOUTH RD  & CRITTENDEN CT FS/NB,,38.009264,-121.351604,,,,
2055,3435,KELLEY DR & WARWICK CT NS/SB,KELELY DR & WARWICK CT,38.015667,-121.35428,,,,
2057,3436,PLYMOUTH RD & KELLEY DR FS/SB,,38.014652,-121.352393,,,,
2058,3438,PLYMOUTH RD & CUSHING CT FS/SB,,38.008407,-121.351269,,,,
2059,3443,SWAIN RD & WILLIAMSBURG PL FS/SB,,38.000094,-121.33629,,,,
2060,3445,SWAIN & GLEN NS/EB,SWAIN RD & GLEN ST,38.00293,-121.324716,,,,
2061,3487,MORADA & LOWER SAC FS/EB,MORADA LN & LOWER SACRAMENTO RD,38.035533,-121.322563,,,,
2062,3489,EL DORADO & NORMANDY CT FS/SB,EL DORADO ST & NORMANDY CT,38.029353,-121.316254,,,,
2063,3665,PERSHING & COUNTRY CLUB FS SB,PERSHING AVE & COUNTRY CLUB BLVD,37.969433,-121.315121,,,,
2068,3671,WILSON & MAIN FS SB,WILSON WY & MAIN ST,37.955796,-121.271518,,,,
2069,3672,WILSON & LAFAYETTE NS SB,WILSON WY & LAFAYETTE ST,37.952897,-121.270748,,,,
2070,3673,WILSON & HAZELTON NS SB,WILSON WY & HAZELTON AVE,37.949846,-121.269989,,,,
2072,3680,FARMINGTON @ 3808 EB,FARMINGTON RD & 3808 FARMINGTON RD,37.939737,-121.237363,,,,
2076,3084,8TH & SAN JOAQUIN NS/EB,8TH ST & SAN JOAQUIN ST,37.929233,-121.280665,,,,
2079,3128,CLAYTON & HARVEY FS/EB,CLAYTON AVE & HARVEY AVE,37.910928,-121.277266,,,,
2080,3129,EL DORADO & WESTERN LUMBER MB/SB,EL DORADO ST & WESTERN LUMBER,37.905215,-121.275718,,,,
2083,7793,MARANATHA DR & CHRISTIAN LIFE NS SB,MARANTHA DR & CHRISTIAN LIFE,38.024347,-121.264119,,,,
2086,3537,CHEROKEE RD & SIERRA LN FS/SB,,37.976952,-121.265249,,,,
2087,3538,HARDING WY & HIAWATHA ST FS/WB,,37.971616,-121.270327,,,,
2088,3539,HARDING WY & FUNSTON AVE FS/WB,,37.971035,-121.273292,,,,
2089,3517,AIRPORT WY & HARDING WY NS/NB,,37.970142,-121.278153,,,,
2090,3541,AIRPORT WY & ROOSEVELT ST FS/SB,,37.966788,-121.277244,,,,
2092,3683,MAIN & ANTEROS NS WB,MAIN ST & ANTEROS AVE,37.9542,-121.237682,,,,
2093,3686,MAIN & F STREET FS WB,"MAIN ST & ""F"" ST",37.955004,-121.254583,,,,
